Name,Short Description,Description,Main Photo Filepath,Gallery Filepaths,Variants,URL
Polokošile ANDRO Avos Cotton 2024," <div class=""p-short-description"" data-testid=""productCardShortDescr""> <div class=""p-short-description"" data-testid=""productCardShortDescr""> <p>Polokošile vhodná jako týmové oblečení:</p> <ul> <li><a href=""/polokosile-andro-avos-women-2024/"">dámská varianta</a>, <a href=""/polokosile-andro-avos-2024/"">verze z mikrovlákna</a>, dětské velikosti 140 a 152, běžné velikosti do 5XL;</li> <li>příjemný pocit při nošení díky kvalitní směsi bavlny s elastanem;</li> <li>zadní díl vhodný pro potisk;</li> <li>tradičně pěkné v kombinaci se<a href=""/sortky-andro-torin-2/""> šortkami andro Torin.</a></li> </ul> <p><strong>Za kvalitou tohoto trička si stojíme! Je velmi slušivé a funkční - nabízíme ho proto ve velikostech M až 3XL s tím, že menší či větší velikosti lze objednat po dohodě s námi.</strong></p> </div> </div>"," <h3>Detailní popis produktu</h3> <p><strong>Tento produkt je u firmy andro dostupný ve vel. XXS-5XL + v dětských velikostech 140 a 152. Lze se s námi domluvit na objednání i velikosti, která se neobjevuje v naší e-shopové nabídce.</strong><img alt=""Avos-Schwarz-blau_1267x614"" src=""https://cdn.myshoptet.com/usr/www.sportspin.cz/user/documents/upload/andro 2425/Avos-Schwarz-blau_1267x614.jpg""/><img alt=""Avos-schwarz-rot_1267x614"" src=""https://cdn.myshoptet.com/usr/www.sportspin.cz/user/documents/upload/andro 2425/Avos-schwarz-rot_1267x614.jpg""/></p>",,,"{""key_value_pairs"": {""Velikost"": ""M"", ""Barevná kombinace"": ""černá/červená""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""M"", ""Barevná kombinace"": ""šedá/modrá""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""L"", ""Barevná kombinace"": ""černá/červená""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""L"", ""Barevná kombinace"": ""šedá/modrá""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""XL"", ""Barevná kombinace"": ""černá/červená""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""XL"", ""Barevná kombinace"": ""šedá/modrá""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""XXL"", ""Barevná kombinace"": ""černá/červená""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""XXL"", ""Barevná kombinace"": ""šedá/modrá""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""3XL"", ""Barevná kombinace"": ""černá/červená""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""3XL"", ""Barevná kombinace"": ""šedá/modrá""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na prodejně/ihned k odeslání""}",https://www.sportspin.cz/polokosile-andro-avos-cotton-2024/
Polokošile ANDRO Avos Cotton 2023," <div class=""p-short-description"" data-testid=""productCardShortDescr""> <p>Polokošile vhodná jako týmové oblečení:</p> <ul> <li><a href=""/polokosile-andro-avos-women/""> dámská varianta</a>, <a href=""/polokosile-andro-avos/"">verze z mikrovlákna</a>, dětské velikosti 140 a 152, běžné velikosti do 5XL;</li> <li>příjemný pocit při nošení díky kvalitní směsi bavlny s elastanem;</li> <li>zadní díl vhodný pro potisk;</li> <li>tradičně pěkné v kombinaci se<a href=""/sortky-andro-torin-2/""> šortkami andro Torin</a> a neotřele zajímavé se <a href=""/sortky-andro-torin-neon-green/"">šortkami andro Torin NEON green</a>;</li> </ul> </div>"," <h3>Detailní popis produktu</h3> <p><strong>Tento produkt je u firmy andro dostupný ve vel. XXS-5XL + v dětských velikostech 140 a 152. Lze se s námi domluvit na objednání i velikosti, která se neobjevuje v naší e-shopové nabídce.</strong></p>",,,"{""key_value_pairs"": {""Velikost"": ""M"", ""Barevná kombinace"": ""černá/zelená""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na závaznou objednávku s dodáním nejpozději do 10 dní""}|{""key_value_pairs"": {""Velikost"": ""M"", ""Barevná kombinace"": ""modrá/žlutá""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""L"", ""Barevná kombinace"": ""černá/zelená""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""L"", ""Barevná kombinace"": ""modrá/žlutá""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""XL"", ""Barevná kombinace"": ""černá/zelená""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""XL"", ""Barevná kombinace"": ""modrá/žlutá""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""XXL"", ""Barevná kombinace"": ""černá/zelená""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na závaznou objednávku s dodáním nejpozději do 10 dní""}|{""key_value_pairs"": {""Velikost"": ""XXL"", ""Barevná kombinace"": ""modrá/žlutá""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""3XL"", ""Barevná kombinace"": ""černá/zelená""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na závaznou objednávku s dodáním nejpozději do 10 dní""}|{""key_value_pairs"": {""Velikost"": ""3XL"", ""Barevná kombinace"": ""modrá/žlutá""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na závaznou objednávku s dodáním nejpozději do 10 dní""}",https://www.sportspin.cz/polokosile-andro-avos-cotton/
Polokošile ANDRO Avos Women 2024," <div class=""p-short-description"" data-testid=""productCardShortDescr""> <p>Polokošile dámského střihu vhodná jako týmové oblečení:</p> <ul> <li>součást <a href=""/vyhledavani/?string=avos""></a><a href=""/vyhledavani/?string=AVOS+"">kolekce andro Avos 2024</a>;</li> <li>kratší střih zúžený v pase dá vyniknout křivkám;</li> <li>příjemný pocit při nošení díky kvalitnímu prodyšnému materiálu indoorDRY RECYCO;</li> <li>zadní díl vhodný pro potisk;</li> <li>tradičně pěkná v kombinaci se <a href=""/sortky-andro-torin-2/"">šortkami andro Torin</a>, lze doplnit i o <a href=""/sukne-andro-kaja/"">sukni andro Kaja</a>.</li> </ul> </div>"," <h3>Detailní popis produktu</h3> <p><img alt=""Avos-w-rot_1267x614"" src=""https://cdn.myshoptet.com/usr/www.sportspin.cz/user/documents/upload/andro 2425/Avos-w-rot_1267x614.jpg""/><img alt=""Avos-w-grau-blau_1267x614"" src=""https://cdn.myshoptet.com/usr/www.sportspin.cz/user/documents/upload/andro 2425/Avos-w-grau-blau_1267x614.jpg""/></p>",,,"{""key_value_pairs"": {""Textil"": ""dámská velikost: 34 (XXS)"", ""Barevná kombinace"": ""černá/červená""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na závaznou objednávku s dodáním nejpozději do 10 dní""}|{""key_value_pairs"": {""Textil"": ""dámská velikost: 34 (XXS)"", ""Barevná kombinace"": ""šedá/modrá""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na závaznou objednávku s dodáním nejpozději do 10 dní""}|{""key_value_pairs"": {""Textil"": ""dámská velikost: 36 (XS)"", ""Barevná kombinace"": ""černá/červená""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na závaznou objednávku s dodáním nejpozději do 10 dní""}|{""key_value_pairs"": {""Textil"": ""dámská velikost: 36 (XS)"", ""Barevná kombinace"": ""šedá/modrá""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na závaznou objednávku s dodáním nejpozději do 10 dní""}|{""key_value_pairs"": {""Textil"": ""dámská velikost: 38 (S)"", ""Barevná kombinace"": ""černá/červená""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na závaznou objednávku s dodáním nejpozději do 10 dní""}|{""key_value_pairs"": {""Textil"": ""dámská velikost: 38 (S)"", ""Barevná kombinace"": ""šedá/modrá""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na závaznou objednávku s dodáním nejpozději do 10 dní""}|{""key_value_pairs"": {""Textil"": ""dámská velikost: 40 (M)"", ""Barevná kombinace"": ""černá/červená""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na závaznou objednávku s dodáním nejpozději do 10 dní""}|{""key_value_pairs"": {""Textil"": ""dámská velikost: 40 (M)"", ""Barevná kombinace"": ""šedá/modrá""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na závaznou objednávku s dodáním nejpozději do 10 dní""}|{""key_value_pairs"": {""Textil"": ""dámská velikost: 42 (L)"", ""Barevná kombinace"": ""černá/červená""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na závaznou objednávku s dodáním nejpozději do 10 dní""}|{""key_value_pairs"": {""Textil"": ""dámská velikost: 42 (L)"", ""Barevná kombinace"": ""šedá/modrá""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na závaznou objednávku s dodáním nejpozději do 10 dní""}|{""key_value_pairs"": {""Textil"": ""dámská velikost: 44 (XL)"", ""Barevná kombinace"": ""černá/červená""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na závaznou objednávku s dodáním nejpozději do 10 dní""}|{""key_value_pairs"": {""Textil"": ""dámská velikost: 44 (XL)"", ""Barevná kombinace"": ""šedá/modrá""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na závaznou objednávku s dodáním nejpozději do 10 dní""}|{""key_value_pairs"": {""Textil"": ""dámská velikost: 46 (XXL)"", ""Barevná kombinace"": ""černá/červená""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na závaznou objednávku s dodáním nejpozději do 10 dní""}|{""key_value_pairs"": {""Textil"": ""dámská velikost: 46 (XXL)"", ""Barevná kombinace"": ""šedá/modrá""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na závaznou objednávku s dodáním nejpozději do 10 dní""}",https://www.sportspin.cz/polokosile-andro-avos-women-2024/
Polokošile ANDRO Avos Women 2023," <p>Polokošile dámského střihu vhodná jako týmové oblečení:</p> <ul> <li>součást <a href=""/vyhledavani/?string=avos"">kolekce andro Avos</a>;</li> <li>kratší střih zúžený v pase dá vyniknout křivkám;</li> <li>příjemný pocit při nošení díky kvalitnímu prodyšnému materiálu indoorDRY RECYCO;</li> <li>zadní díl vhodný pro potisk;</li> <li>tradičně pěkná v kombinaci se<a href=""/sortky-andro-torin-2/""> šortkami andro Torin</a> a neotřele zajímavé se <a href=""/sortky-andro-torin-neon-green/"">šortkami andro Torin NEON green.</a></li> <li>lze doplnit i o <a href=""/sukne-andro-kaja/"">sukni andro Kaja</a>.</li> </ul>", <h3>Detailní popis produktu</h3> <p>Popis produktu není dostupný</p>,,,"{""key_value_pairs"": {""Textil"": ""dámská velikost: 34 (XXS)"", ""Barevná kombinace"": ""černá/zelená""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na závaznou objednávku s dodáním nejpozději do 10 dní""}|{""key_value_pairs"": {""Textil"": ""dámská velikost: 34 (XXS)"", ""Barevná kombinace"": ""modrá/žlutá""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na závaznou objednávku s dodáním nejpozději do 10 dní""}|{""key_value_pairs"": {""Textil"": ""dámská velikost: 36 (XS)"", ""Barevná kombinace"": ""černá/zelená""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na závaznou objednávku s dodáním nejpozději do 10 dní""}|{""key_value_pairs"": {""Textil"": ""dámská velikost: 36 (XS)"", ""Barevná kombinace"": ""modrá/žlutá""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na závaznou objednávku s dodáním nejpozději do 10 dní""}|{""key_value_pairs"": {""Textil"": ""dámská velikost: 38 (S)"", ""Barevná kombinace"": ""černá/zelená""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na závaznou objednávku s dodáním nejpozději do 10 dní""}|{""key_value_pairs"": {""Textil"": ""dámská velikost: 38 (S)"", ""Barevná kombinace"": ""modrá/žlutá""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na závaznou objednávku s dodáním nejpozději do 10 dní""}|{""key_value_pairs"": {""Textil"": ""dámská velikost: 40 (M)"", ""Barevná kombinace"": ""černá/zelená""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na závaznou objednávku s dodáním nejpozději do 10 dní""}|{""key_value_pairs"": {""Textil"": ""dámská velikost: 40 (M)"", ""Barevná kombinace"": ""modrá/žlutá""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na závaznou objednávku s dodáním nejpozději do 10 dní""}|{""key_value_pairs"": {""Textil"": ""dámská velikost: 42 (L)"", ""Barevná kombinace"": ""černá/zelená""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Textil"": ""dámská velikost: 42 (L)"", ""Barevná kombinace"": ""modrá/žlutá""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Textil"": ""dámská velikost: 44 (XL)"", ""Barevná kombinace"": ""černá/zelená""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na závaznou objednávku s dodáním nejpozději do 10 dní""}|{""key_value_pairs"": {""Textil"": ""dámská velikost: 44 (XL)"", ""Barevná kombinace"": ""modrá/žlutá""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na závaznou objednávku s dodáním nejpozději do 10 dní""}|{""key_value_pairs"": {""Textil"": ""dámská velikost: 46 (XXL)"", ""Barevná kombinace"": ""černá/zelená""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na závaznou objednávku s dodáním nejpozději do 10 dní""}|{""key_value_pairs"": {""Textil"": ""dámská velikost: 46 (XXL)"", ""Barevná kombinace"": ""modrá/žlutá""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na závaznou objednávku s dodáním nejpozději do 10 dní""}",https://www.sportspin.cz/polokosile-andro-avos-women/
Polokošile ANDRO Avos 2023," <p>Polokošile vhodná jako týmové oblečení:</p> <ul> <li><a href=""/polokosile-andro-avos-women/""> dámská varianta</a>, <a href=""/polokosile-andro-avos-cotton/"">bavlněná verze</a>, dětské velikosti 140 a 152, běžné velikosti do 5XL;</li> <li>příjemný pocit při nošení díky kvalitnímu prodyšnému materiálu indoorDRY RECYCO;</li> <li>zadní díl vhodný pro potisk;</li> <li>tradičně pěkné v kombinaci se<a href=""/sortky-andro-torin-2/""> šortkami andro Torin</a> a neotřele zajímavé se <a href=""/sortky-andro-torin-neon-green/"">šortkami andro Torin NEON green</a>;</li> </ul>"," <h3>Detailní popis produktu</h3> <p><strong>Tento produkt je u firmy andro dostupný ve vel. XXS-5XL + v dětských velikostech 140 a 152. Lze se s námi domluvit na objednání i velikosti, která se neobjevuje v naší e-shopové nabídce.</strong></p> <p><strong><a href=""https://www.sportspin.cz/sortky-andro-torin-neon-green/""><img alt=""300.021.203_Avos_black-green_Action_72dpi"" src=""https://cdn.myshoptet.com/usr/www.sportspin.cz/user/documents/upload/andro/andro 2023/300.021.203_Avos_black-green_Action_72dpi.jpg""/></a><a href=""https://www.sportspin.cz/sortky-andro-tarox/""><img alt=""300.021.202_Avos_blue-yellow_Action_72dpi"" src=""https://cdn.myshoptet.com/usr/www.sportspin.cz/user/documents/upload/andro/andro 2023/300.021.202_Avos_blue-yellow_Action_72dpi.jpg""/></a></strong></p>",,,"{""key_value_pairs"": {""Velikost"": ""M"", ""Barevná kombinace"": ""černá/zelená""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na závaznou objednávku s dodáním nejpozději do 10 dní""}|{""key_value_pairs"": {""Velikost"": ""M"", ""Barevná kombinace"": ""modrá/žlutá""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na závaznou objednávku s dodáním nejpozději do 10 dní""}|{""key_value_pairs"": {""Velikost"": ""L"", ""Barevná kombinace"": ""černá/zelená""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""L"", ""Barevná kombinace"": ""modrá/žlutá""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""XL"", ""Barevná kombinace"": ""černá/zelená""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""XL"", ""Barevná kombinace"": ""modrá/žlutá""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""XXL"", ""Barevná kombinace"": ""černá/zelená""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na závaznou objednávku s dodáním nejpozději do 10 dní""}|{""key_value_pairs"": {""Velikost"": ""XXL"", ""Barevná kombinace"": ""modrá/žlutá""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na závaznou objednávku s dodáním nejpozději do 10 dní""}|{""key_value_pairs"": {""Velikost"": ""3XL"", ""Barevná kombinace"": ""černá/zelená""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na závaznou objednávku s dodáním nejpozději do 10 dní""}|{""key_value_pairs"": {""Velikost"": ""3XL"", ""Barevná kombinace"": ""modrá/žlutá""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Na závaznou objednávku s dodáním nejpozději do 10 dní""}",https://www.sportspin.cz/polokosile-andro-avos/
Polokošile ANDRO Campell, <p>Tričko se sportovním límečkem ve tvaru písmene V ve třech barevných kombinacích;</p> <ul> <li>funkční materiál pro rychlý odvod potu a příjemný pocit při nošení.</li> </ul>," <h3>Detailní popis produktu</h3> <p><img alt=""andro-tabletennis-apparell-2020-2021-8075"" src=""https://cdn.myshoptet.com/usr/www.sportspin.cz/user/documents/upload/andro/andro textiles 2020/andro-tabletennis-apparell-2020-2021-8075.jpg""/><img alt=""andro-tabletennis-apparell-2020-2021-8960"" src=""https://cdn.myshoptet.com/usr/www.sportspin.cz/user/documents/upload/andro/andro textiles 2020/andro-tabletennis-apparell-2020-2021-8960.jpg""/></p>",,,"{""key_value_pairs"": {""Velikost"": ""S"", ""Barevná kombinace"": ""černá/zelená""}, ""current_price"": 545, ""basic_price"": 680, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""L"", ""Barevná kombinace"": ""červená""}, ""current_price"": 545, ""basic_price"": 680, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""XL"", ""Barevná kombinace"": ""černá/zelená""}, ""current_price"": 545, ""basic_price"": 680, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""3XL"", ""Barevná kombinace"": ""modrá""}, ""current_price"": 545, ""basic_price"": 680, ""stock_status"": ""Na prodejně/ihned k odeslání""}",https://www.sportspin.cz/polokosile-andro-campell/
Polokošile ANDRO Devlin, <p>Velmi pohodlné tričko sportovního střihu z kvalitního materiálu;</p> <ul> <li>optimální odvod potu díky síťovým vsádkám v oblasti ramen; </li> <li>vyrobeno způsobem šetrným k přírodě.</li> </ul>," <h3>Detailní popis produktu</h3> <p><img alt=""andro-tabletennis-apparell-2020-2021-8285"" src=""https://cdn.myshoptet.com/usr/www.sportspin.cz/user/documents/upload/andro/andro textiles 2020/andro-tabletennis-apparell-2020-2021-8285.jpg""/></p> <p><img alt=""andro-tabletennis-apparell-2020-2021-8228"" src=""https://cdn.myshoptet.com/usr/www.sportspin.cz/user/documents/upload/andro/andro textiles 2020/andro-tabletennis-apparell-2020-2021-8228.jpg""/></p>",,,"{""key_value_pairs"": {""Velikost"": ""L"", ""Barevná kombinace"": ""černá/zelená""}, ""current_price"": 700, ""basic_price"": 1000, ""stock_status"": ""Na prodejně/ihned k odeslání""}",https://www.sportspin.cz/polokosile-andro-devlin/
Polokošile ANDRO Harris Cotton," <p>Oblíbené <a href=""/polokosile-andro-harris/"">tričko andro Harris</a> nyní i v bavlně!</p> <ul> <li>měkký pohodlný materiál pro pohodlné nošení.</li> </ul>"," <h3>Detailní popis produktu</h3> <p><img alt=""AND_action_21-22_8028_72dpi"" src=""https://cdn.myshoptet.com/usr/www.sportspin.cz/user/documents/upload/andro 2122/AND_action_21-22_8028_72dpi.png""/></p>",,,"{""key_value_pairs"": {""Velikost"": ""XL"", ""Barevná kombinace"": ""modrá""}, ""current_price"": 575, ""basic_price"": 820, ""stock_status"": ""Na prodejně/ihned k odeslání""}",https://www.sportspin.cz/polokosile-andro-harris-cotton/
Polokošile ANDRO Harris Women," <p>Dámská verze oblíbené <a href=""/polokosile-andro-harris/"">polokošile andro Harris</a>;</p> <ul> <li>zúžený pas a kratší střih lichotí dámské postavě;</li> <li>osvědčené indoorDRY funkční vlákno pro bezchybný odvod potu od těla.</li> </ul>"," <h3>Detailní popis produktu</h3> <p><img alt=""Harris_Polo_2_300dpi_A4"" src=""https://cdn.myshoptet.com/usr/www.sportspin.cz/user/documents/upload/andro textil 1920/Polo Harris 1920/Harris_Polo_2_300dpi_A4.jpg""/></p>",,,"{""key_value_pairs"": {""Textil"": ""dámská velikost: 40 (M)"", ""Barevná kombinace"": ""černá/červená""}, ""current_price"": 575, ""basic_price"": 820, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Textil"": ""dámská velikost: 40 (M)"", ""Barevná kombinace"": ""modrá""}, ""current_price"": 575, ""basic_price"": 820, ""stock_status"": ""Na prodejně/ihned k odeslání""}",https://www.sportspin.cz/polokosile-andro-harris-women/
Polokošile ANDRO Harris, <p>Oblíbená polokošile z kvalitního mikrovlákna; </p> <ul> <li>jednobarevný zadní díl.</li> </ul> <p> </p>," <h3>Detailní popis produktu</h3> <p><img alt=""AND_action_21-22_7252_72dpi"" src=""https://cdn.myshoptet.com/usr/www.sportspin.cz/user/documents/upload/andro 2122/AND_action_21-22_7252_72dpi.png""/></p>",,,"{""key_value_pairs"": {""Velikost"": ""M"", ""Barevná kombinace"": ""modrá""}, ""current_price"": 575, ""basic_price"": 820, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""L"", ""Barevná kombinace"": ""černá/červená""}, ""current_price"": 575, ""basic_price"": 820, ""stock_status"": ""Na prodejně/ihned k odeslání""}",https://www.sportspin.cz/polokosile-andro-harris/
Polokošile ANDRO Ikaria, <p>Polokošile z mikrovlákna</p>, <h3>Detailní popis produktu</h3> <p>Popis produktu není dostupný</p>,,,"{""key_value_pairs"": {""Velikost"": ""M"", ""Barevná kombinace"": ""černá/bílá""}, ""current_price"": 190, ""basic_price"": 190, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""3XL"", ""Barevná kombinace"": ""černá/bílá""}, ""current_price"": 190, ""basic_price"": 190, ""stock_status"": ""Na prodejně/ihned k odeslání""}",https://www.sportspin.cz/polokosile-andro-ikaria/
Polokošile ANDRO JUNO, <p>Tričko z mikrovlákna ve třech barevných provedeních</p>, <h3>Detailní popis produktu</h3> <p>Popis produktu není dostupný</p>,,,"{""key_value_pairs"": {""Velikost"": ""S"", ""Barevná kombinace"": ""tyrkys""}, ""current_price"": 250, ""basic_price"": 250, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""L"", ""Barevná kombinace"": ""černá/zelená""}, ""current_price"": 250, ""basic_price"": 250, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""XL"", ""Barevná kombinace"": ""černá/zelená""}, ""current_price"": 250, ""basic_price"": 250, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""XXL"", ""Barevná kombinace"": ""černá/zelená""}, ""current_price"": 250, ""basic_price"": 250, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""XXL"", ""Barevná kombinace"": ""tyrkys""}, ""current_price"": 250, ""basic_price"": 250, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""3XL"", ""Barevná kombinace"": ""černá/zelená""}, ""current_price"": 250, ""basic_price"": 250, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""3XL"", ""Barevná kombinace"": ""tyrkys""}, ""current_price"": 250, ""basic_price"": 250, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""4XL"", ""Barevná kombinace"": ""černá/zelená""}, ""current_price"": 250, ""basic_price"": 250, ""stock_status"": ""Na prodejně/ihned k odeslání""}",https://www.sportspin.cz/polokosile-andro-juno/
Polokošile ANDRO Kajano, <p>Polokošile s límečkem z mikrovlákna ve dvou barevných variantách</p>, <h3>Detailní popis produktu</h3> <p>Popis produktu není dostupný</p>,,,"{""key_value_pairs"": {""Velikost"": ""S"", ""Barevná kombinace"": ""černá/žlutá""}, ""current_price"": 250, ""basic_price"": 250, ""stock_status"": ""Na prodejně/ihned k odeslání""}",https://www.sportspin.cz/polokosile-andro-kajano/
