"KEY","VALUE"
"Andro - Hexer Powersponge","<p>Nový potah od Andra, vhodný pro útočníky, kteří preferují topspinové údery a dávají jim přednost před jinými možnými údery, přičemž u topspinů potřebují nezbytnou kontrolu, kterou tento potah nabízí na více než vysoké úrovni, stejně jako ohromuje svými rotačními schopnostmi!!!</p> <p>Rychlost 101 / Spin 110 / Kontrola 96 / Tvrdost houby měkká</p>"
"andro - NUZN 50","<p><span style=""font-size: 12pt;"">Andro představuje revoluční potah NUZN 50, vyrobený s houbou o tvrdosti 50 stupňů, který posune váš výkon na novou úroveň. Tento potah poskytuje vysokou dynamiku a silnou rotaci při útočných úderech, což vám umožní přehrát soupeře a plynule přejít z pasivní hry do aktivního útoku.</span><br/><span style=""font-size: 12pt;"">Topspiny s tímto potahem mají vysokou trajektorii díky extrémně spinové gumě, zatímco houba zajišťuje konzistentní údery.</span><br/><span style=""font-size: 12pt;"">NUZN 50 je ideální pro hráče s moderní, přesnou topspinovou hrou, kteří hledají potah pro zvýšení své herní úrovně.</span><br/><br/><span style=""font-size: 12pt;"">Každý ambiciózní hráč, a zvláště hráči světové úrovně jako Simon Gauzy, neustále čelí otázce, zda přechod na novou technologii přinese tu nejdůležitější výhodu. Až dosud nebylo možné tuto výhodu prokázat konkrétními údaji. S novými analytickými nástroji Spinsight jsme šli ještě o krok dále a byli jsme schopni poskytnout konkrétní důkazy při vývoji NUZN o tom, které parametry potahu vedou k měřitelným výhodám pro jednotlivé hráče. To znamená, že jsme poprvé měli k dispozici kromě subjektivní zpětné vazby hráče i objektivní data.</span><br/><br/><span style=""font-size: 12pt;"">POUZE VĚDA, ŽÁDNÁ FIKCE</span><br/><span style=""font-size: 12pt;"">Jak se zlepší rotace ve forhendovém topspinu Simona Gauzyho proti čopu?</span><br/><span style=""font-size: 12pt;"">Jakou rychlost může německý šampion U19 Andre Bertelsmeier generovat svým topspinem proti soupeřovu bloku s NUZN v porovnání se svým současným potahem?</span><br/><span style=""font-size: 12pt;"">Spinsight ukázal, že s NUZN jsme vyvinuli potahy, které hráčům umožňují dosáhnout nových sfér, pokud jde o rotaci a také rychlost. Pro každého technicky zdatného hráče nabízí NUZN ten nejlepší základ pro neustálý další rozvoj a větší kvalitu jejich úderů. S novou aplikací Spinsight navíc bude moci každý hráč dokumentovat svůj pokrok objektivními daty a plně využít svůj potenciál.</span><br/><span style=""font-size: 12pt;"">Aplikace SPINSIGHT pomáhá každému hráči rozpoznat, jak změna techniky úderu ovlivňuje výkon jeho topspinů.</span></p>"
"andro - NUZN 55","<p><span style=""font-size: 12pt;"">Andro představuje revoluční potah NUZN 55, vyrobený s houbou o tvrdosti 55 stupňů, který posune váš výkon na novou úroveň. Tento potah poskytuje vysokou dynamiku a silnou rotaci při útočných úderech, což vám umožní přehrát soupeře a plynule přejít z pasivní hry do aktivního útoku.</span><br/><span style=""font-size: 12pt;"">Aby NUZN 55 dosáhl maximální rotace a rychlosti, vyžaduje od hráče výborně natrénovanou techniku, která mu pomůže přenést vysokou energii na míček s dokonalým načasováním v místě dopadu. Hráči ocení zvětšený sweetspot, jenž umožňuje generovat maximální rotaci a trajektorii i pod tlakem.</span><br/><span style=""font-size: 12pt;"">NUZN 55 dodává hráčům sebevědomí, protože topspiny a kontratopspiny lze zahrát s neuvěřitelnou jistotou a kvalitou. Extrémně jemná vrchní guma spolu s tvrdou houbou o tvrdosti 55 stupňů umožňují dosáhnout nové úrovně výkonu.</span><br/><span style=""font-size: 12pt;"">Tento potah je vyvinut pro nemilosrdnou, moderní topspinovou hru.</span></p>"
"Andro - Performance","<p>Rychlé a tiché prkno s dobrou kontrolou.</p>"
"ANDRO - Power 3","<p><span style=""font-size: 12pt;""><strong>Velmi oblíbený potah mezi začínajícími a mírně pokročilými hráči, kteří se učí základním technikám stolního tenisu.</strong></span></p>"
"Andro - Rasant Chaos","<p>A combination of Rasant and Chaos rubbers designed to satisfy the needs of modern defensive players (especially their need to transition from defense to offense); long straight pips provide touch and control during strokes, while their specially treated surface enhances dangerous backspin; offensive qualities are boosted by the “Rasant” sponge and the built-in TENSOR effect.</p>"
"andro - Rasanter C45","<p><span style=""font-size: 12pt;"">Potah andro ze série Rasanter C se středně tvrdou houbou (45 stupňů) umožňuje snadné kontraspiny a topspiny i při mírném zrychlení ruky.</span><br/><span style=""font-size: 12pt;"">Houba ENERGY CELL se svou vysoce elastickou strukturou zajišťuje dynamický přenos energie pro všechny typy topspinů.</span><br/><span style=""font-size: 12pt;"">Guma obsahuje vroubky s geometrií C a s vestavěným tlumičem, který neutralizuje příchozí topspin a napomáhá kontrolované rotaci s agresivní křivkou letu míčku zpět k soupeři.</span><br/><span style=""font-size: 12pt;"">Pokud by se vám potah zdál pomalý, tak dynamičtější verzi s vyšším katapult efektem můžete nalézt pod názvem Rasanter C48 nebo C53.</span></p>"
"ANDRO - Rasanter C48","<p style=""text-align: justify;""><span style=""font-size: 12pt;"">Potah jako stvořený pro přesný a mocný úder zvaný KONTRASPIN!</span></p> <ul> <li style=""text-align: justify;""><span style=""font-size: 12pt;""><strong>tento potah je schopný vypomoci v situaci, kdy chcete odvrátit spinový útok soupeře protiútokem tak, že po mírném odstoupení od stolu zahrajete do soupeřova útoku kontraspinem (agresivním úderem na rozhraní kontru a rychlého spinu)</strong>*;</span></li> <li style=""text-align: justify;""><span style=""font-size: 12pt;"">zásadní je kombinace zcela nového topsheetu a osvědčené houby Energy Cell:</span> <ul> <li><span style=""font-size: 12pt;"">speciální geometrie vroubků s inkorporovaným damperem/tlumičem, který neutralizuje příchozí topspin a napomáhá kontrolované rotaci s agresívní křivkou letu míče zpět k soupeři;</span></li> <li><span style=""font-size: 12pt;"">osvědčená Energy Cell houba o tvrdosti 48 stupně zvyšuje dynamiku a i citlivost hry - potah je schopný prominout i menší herní chyby;</span></li> </ul> </li> <li style=""text-align: justify;""><span style=""font-size: 12pt;"">rasantnější verzi tohoto potahu můžete nalézt pod názvem andro Rasanter C53.</span></li> </ul>"
"ANDRO - Rasanter C53","<p><span style=""font-size: 12pt;"">Potah jako stvořený pro přesný a mocný úder zvaný KONTRASPIN!</span></p> <ul> <li><span style=""font-size: 12pt;""><strong>tento potah je schopný vypomoci v situaci, kdy chcete odvrátit spinový útok soupeře protiútokem tak, že po mírném odstoupení od stolu zahrajete do soupeřova útoku kontraspinem (agresivním úderem na rozhraní kontru a rychlého spinu)</strong>*;</span></li> <li><span style=""font-size: 12pt;"">zásadní je kombinace zcela nového topsheetu a osvědčené houby Energy Cell:</span> <ul> <li><span style=""font-size: 12pt;"">speciální geometrie vroubků s integrovaným damperem/tlumičem, který neutralizuje příchozí topspin a napomáhá kontrolované rotaci s agresivní křivkou letu míče zpět k soupeři;</span></li> <li><span style=""font-size: 12pt;"">osvědčená Energy Cell houba o tvrdosti 53 stupně zvyšuje zároveň dynamiku i stabilitu hry;</span></li> </ul> </li> <li><span style=""font-size: 12pt;"">o něco pomalejší a citlivější verzi s vyšším katapult efektem můžete nalézt pod názvem andro Rasanter C48.</span></li> </ul>"
"Andro - Rasanter R37","<p><strong>Generace potahů Rasanter je zatím nejpropracovanější a nejsložitější počin v německé stolně tenisové historii.</strong> V žádném případě se nejedná o ""upgrade"" potahů Rasant, nýbrž jde o <strong>produkt zcela nový</strong>. </p> <p><strong>Zelená houba potahu Rasanter se liší od houby potahu Rasant</strong>, neboť má zcela novou strukturu s menšími buňkami a schopností lepšího katapult efektu. K dispozici je i <strong>v nové síle, tzv. ultramax</strong> (2,3 mm) optimalizující odskok míče.</p> <p><strong>Další výhodou potahu Rasanter je menší spotřeba lepidla</strong>, což usnadňuje celý proces lepení a pálku dělá lehčí a dynamičtější. Testy ověřený je i vyrovnaný odskok míče a lepší kontrola.</p> <ul> <li>Rasanter R37 (spinová měkká)</li> <li>Rasanter R42 (spinová středně tvrdá)</li> <li>Rasanter R47 (spinová tvrdá)</li> <li>Rasanter R50 (spinová extra tvrdá)</li> <li>Rasanter V42 (rychlá středně tvrdá)</li> <li>Rasanter V47 (rychlá extra extra tvrdá)</li> </ul> <p> </p> <p><strong>Potah Rasanter R37</strong></p> <ul> <li>ztělesnění filosofie „R = Rotation"" s maximem spinu při vysoké rychlosti;</li> <li>měkčí spinová houba o 37° napomáhá přesném aktivnímu topspinu;</li> <li>zmenšená vzdálenost mezi širšími a nižšími vroubky zvyšuje povrchové tření a pozitivně ovlivňuje přeměnu energie na rotaci;</li> <li><strong>dokonalá křivka letu míče i přiměřená rychlost</strong></li> </ul> <p> </p>"
"Andro - Rasanter R42","<p><strong>Generace potahů Rasanter je zatím nejpropracovanější a nejsložitější počin v německé historii stolního tenisu.</strong> V žádném případě se nejedná o ""upgrade"" potahů Rasant, nýbrž jde o <strong>produkt zcela nový</strong>.</p> <p><strong>Zelená houba potahu Rasanter se liší od houby potahu Rasant</strong>, neboť má zcela novou strukturu s menšími buňkami a schopností lepšího katapult efektu. K dispozici je i <strong>v nové síle, tzv. ultramax</strong> (2,3 mm) optimalizující odskok míčku.</p> <p><strong>Další výhodou potahu Rasanter je menší spotřeba lepidla</strong>, což usnadňuje celý proces lepení a pálku činí lehčí a dynamičtější. Testy ověřený je i vyrovnaný odskok míčku a lepší kontrola.</p> <p><strong>Výběr správného potahu Rasanter je jednodušší než u Rasantu</strong>. Stačí zvolit <strong>Váš herní profil</strong> - <strong>zda je zaměřen především na rychlost (Velocity = V) nebo na rotaci (Rotation = R)</strong>. Pak už jen <strong>vyberete správnou tvrdost houby, čímž výběr doladíte</strong>. K dispozici jsou <strong>čtyři stupně tvrdosti</strong> od měkké po extra tvrdou (čím větší číslo, tím větší hustota a tím vyšší rychlost).</p> <p><strong>Profil ""Velocity""- více rychlosti a více citu!</strong><br/>Větší vzdálenost mezi užšími a kratšími vroubky posiluje odskok míčku a usnadňuje přenos energie do úderu. Vynikající katapult efekt zaručen!</p> <p><strong>Profil ""Rotation"" - více spinu i rychlosti!</strong><br/>Menší vzdálenost mezi většími a kratšími vroubky zvyšuje povrchové tření a pozitivně ovlivňuje přeměnu energie na rotaci.</p> <ul> <li>Rasanter R37 (spinová měkká)</li> <li>Rasanter R42 (spinová středně tvrdá)</li> <li>Rasanter R47 (spinová tvrdá)</li> <li>Rasanter R50 (spinová extra tvrdá)</li> <li>Rasanter V42 (rychlá středně tvrdá)</li> <li>Rasanter V47 (rychlá extra extra tvrdá)</li> </ul> <p> </p> <p><strong>Potah Rasanter R42</strong></p> <ul> <li>ztělesnění filosofie „R = Rotation"" s maximem spinu při vysoké rychlosti;</li> <li>spinová středně tvrdá houba o 42° umožňuje plnou kontrolu nad úderem;</li> <li>zmenšená vzdálenost mezi širšími a nižšími vroubky zvyšuje povrchové tření a pozitivně ovlivňuje přeměnu energie na rotaci;</li> <li><strong>pro všestrannou dynamickou hru s vynikající zpětnou vazbou</strong></li> </ul>"
"Andro - Rasanter R45","<p style=""text-align: justify;""><span>Velmi rychlý, dynamický potah díky houbě o tvrdosti 45 stupňů.</span><br/><span>Houba je vyrobena technologií Energy Cell, která prodlužuje pocit míčku na pálce, optimalizuje přenos energie do míčku a zlepšuje zpětnou vazbu.</span><br/><span>Určeno pro útočníky s topspinovými údery.</span><br/><br/><span>Profil 'Rotation' - více spinu i rychlosti.</span><br/><span>Menší vzdálenost mezi většími a kratšími vroubky zvyšuje povrchové tření a pozitivně ovlivňuje přeměnu energie na rotaci.</span></p>"
"Andro - Rasanter R47","<p><strong>Generace potahů Rasanter je zatím nejpropracovanější a nejsložitější počin v německé stolně tenisové historii.</strong> V žádném případě se nejedná se o ""upgrade"" potahů Rasant, nýbrž jde o <strong>produkt zcela nový</strong>. </p> <p><strong>Zelená houba potahu Rasanter se liší od houby potahu Rasant</strong>, neboť má zcela novou strukturu s menšími buňkami a schopností lepšího katapult efektu. K dispozici je i <strong>v nové síle, tzv. ultramax</strong> (2,3 mm) optimalizující odskok míče.</p> <p><strong>Další výhodou potahu Rasanter je menší spotřeba lepidla</strong>, což usnadňuje celý proces lepení a pálku dělá lehčí a dynamičtější. Testy ověřený je i vyrovnaný odskok míče a lepší kontrola.</p> <p><strong>Výběr správného potahu Rasanter je jednodušší než u Rasantu</strong>. Stačí zvolit <strong>Váš herní profil</strong> - <strong>zda je zaměřen především na rychlost (Velocity = V) nebo na rotaci (Rotation = R)</strong>. Pak už jen <strong>vyberete správnou tvrdost houby, čímž výběr doladíte</strong>. K dispozici jsou <strong>čtyři stupně tvrdosti</strong> od měkké po extra tvrdou (čím větší číslo, tím větší hustota a tím vyšší rychlost).</p> <p><strong>Profil ""Velocity""- více rychlosti a více citu!</strong><br/>Větší vzdálenost mezi užšími a kratšími vroubky posiluje odskok míče a usnadňuje přenos energie do úderu. Vynikající katapult efekt zaručen!</p> <p><strong>Profil ""Rotation"" - více spinu i rychlosti!</strong><br/>Menší vzdálenost mezi většími a kratšími vroubky zvyšuje povrchové tření a pozitivně ovlivňuje přeměnu energie na rotaci.</p> <ul> <li>Rasanter R37 (spinová měkká)</li> <li>Rasanter R42 (spinová středně tvrdá)</li> <li>Rasanter R47 (spinová tvrdá)</li> <li>Rasanter R50 (spinová extra tvrdá)</li> <li>Rasanter V42 (rychlá středně tvrdá)</li> <li>Rasanter V47 (rychlá extra extra tvrdá)</li> </ul> <p> </p> <p><strong>Potah R47</strong></p> <ul> <li>ztělesnění filosofie „R = Rotation"" s maximem spinu při vysoké rychlosti;</li> <li>spinová tvrdá houba o 47° podporuje silnou topspinovou hru;</li> <li>zmenšená vzdálenost mezi širšími a nižšími vroubky zvyšuje povrchové tření a pozitivně ovlivňuje přeměnu energie na rotaci;</li> <li><strong>záruka přesné křivky letu míče při topspinu a dalších herních možností při hře ze střední vzdálenosti od stolu</strong></li> </ul>."
"ANDRO - Rasanter R48","<p style=""text-align: justify;""><span style=""font-size: 12pt;"">Offenzivní softový potah ze skupiny Rasanter s houbou o tvrdosti 48 stupňů. Houba je vyrobena technologií Energy Cell. Elastická struktura houby prodlužuje kontakt míčku na pálce, optimalizuje přenos energie a vylepšuje zpětnou vazbu.</span><br/><span style=""font-size: 12pt;"">Určeno pro zkušené topspinové hráče.</span></p>"
"Andro - Rasanter R50","<p><strong>Generace potahů Rasanter je zatím nejpropracovanější a nejsložitější počin v německé stolně tenisové historii.</strong> V žádném případě se nejedná o ""upgrade"" potahů Rasant, nýbrž jde o <strong>produkt zcela nový</strong>. </p> <p><strong>Zelená houba potahu Rasanter se liší od houby potahu Rasant</strong>, neboť má zcela novou strukturu s menšími buňkami a schopností lepšího katapult efektu. K dispozici je i <strong>v nové síle, tzv. ultramax</strong> (2,3 mm) optimalizující odskok míče.</p> <p><strong>Další výhodou potahu Rasanter je menší spotřeba lepidla</strong>, což usnadňuje celý proces lepení a pálku dělá lehčí a dynamičtější. Testy ověřený je i vyrovnaný odskok míče a lepší kontrola.</p> <p><strong>Výběr správného potahu Rasanter je jednodušší než u Rasantu</strong>. Stačí zvolit <strong>Váš herní profil</strong> - <strong>zda je zaměřen především na rychlost (Velocity = V) nebo na rotaci (Rotation = R)</strong>. Pak už jen <strong>vyberete správnou tvrdost houby, čímž výběr doladíte</strong>. K dispozici jsou <strong>čtyři stupně tvrdosti</strong> od měkké po extra tvrdou (čím větší číslo, tím větší hustota a tím vyšší rychlost).</p> <p><strong>Profil ""Velocity""- více rychlosti a více citu!</strong><br/>Větší vzdálenost mezi užšími a kratšími vroubky posiluje odskok míče a usnadňuje přenos energie do úderu. Vynikající katapult efekt zaručen!</p> <p><strong>Profil ""Rotation"" - více spinu i rychlosti!</strong><br/>Menší vzdálenost mezi většími a kratšími vroubky zvyšuje povrchové tření a pozitivně ovlivňuje přeměnu energie na rotaci.</p> <ul> <li>Rasanter R37 (spinová měkká)</li> <li>Rasanter R42 (spinová středně tvrdá)</li> <li>Rasanter R47 (spinová tvrdá)</li> <li>Rasanter R50 (spinová extra tvrdá)</li> <li>Rasanter V42 (rychlá středně tvrdá)</li> <li>Rasanter V47 (rychlá extra extra tvrdá)</li> </ul> <p> </p> <p><strong>Potah Rasanter R50</strong></p> <ul> <li>ztělesnění filosofie „R = Rotation"" s maximem spinu při vysoké rychlosti;</li> <li>spinová extra tvrdá houba o 50° podporuje agresívní topspinovou hru</li> <li>zmenšená vzdálenost mezi širšími a nižšími vroubky zvyšuje povrchové tření a pozitivně ovlivňuje přeměnu energie na rotaci;</li> <li><strong>i krátký úder je dostatečný ke „zrotování“ a zrychlení míče</strong></li> </ul>"
"ANDRO - RASANTER R53","<p><span style=""font-size: 12pt;"">Nový a velmi očekávaný Rasanter R53 - dynamika sama o sobě.</span></p> <ul> <li><span style=""font-size: 12pt;"">vynikající souhra spinového topsheetu ""R"" a tvrdé, ale přesto velmi citlivé, houby o 53 stupních;</span> <ul> <li><span style=""font-size: 12pt;"">technologie Energy Cell v houbě: pružná buněčná struktura houby prodlužuje kontakt míčku na pálce, optimalizuje přenos energie, vylepšuje zpětnou vazbu a ve výsledku vylepšuje topspinový úder. </span></li> </ul> </li> </ul>"
"Andro - Rasanter V42","<p><strong>Generace potahů Rasanter je zatím nejpropracovanější a nejsložitější počin v německé stolně tenisové historii.</strong> V žádném případě se nejedná o ""upgrade"" potahů Rasant, nýbrž jde o <strong>produkt zcela nový</strong>. </p> <p><strong>Zelená houba potahu Rasanter se liší od houby potahu Rasant</strong>, neboť má zcela novou strukturu s menšími buňkami a schopností lepšího katapult efektu. K dispozici je i <strong>v nové síle, tzv. ultramax</strong> (2,3 mm) optimalizující odskok míče. </p> <p><strong>Další výhodou potahu Rasanter je menší spotřeba lepidla</strong>, což usnadňuje celý proces lepení a pálku dělá lehčí a dynamičtější. Testy ověřený je i vyrovnaný odskok míče a lepší kontrola. </p> <p><strong>Výběr správného potahu Rasanter je jednodušší než u Rasantu</strong>. Stačí zvolit <strong>Váš herní profil</strong> - <strong>zda je zaměřen především na rychlost (Velocity = V) nebo na rotaci (Rotation = R)</strong>. Pak už jen <strong>vyberete správnou tvrdost houby, čímž výběr doladíte</strong>. K dispozici jsou <strong>čtyři stupně tvrdosti</strong> od měkké po extra tvrdou (čím větší číslo, tím větší hustota a tím vyšší rychlost). </p> <p><strong>Profil ""Velocity"" - více rychlosti a více citu!</strong><br/>Větší vzdálenost mezi užšími a kratšími vroubky posiluje odskok míče a usnadňuje přenos energie do úderu. Vynikající katapult efekt zaručen! </p> <p><strong>Profil ""Rotation"" - více spinu i rychlosti!</strong><br/>Menší vzdálenost mezi většími a kratšími vroubky zvyšuje povrchové tření a pozitivně ovlivňuje přeměnu energie na rotaci. </p> <ul> <li>Rasanter R37 (spinová měkká)</li> <li>Rasanter R42 (spinová středně tvrdá)</li> <li>Rasanter R47 (spinová tvrdá)</li> <li>Rasanter R50 (spinová extra tvrdá)</li> <li>Rasanter V42 (rychlá středně tvrdá)</li> <li>Rasanter V47 (rychlá extra extra tvrdá)</li> </ul> <p> </p> <p><strong>Potah Rasanter V42</strong></p> <ul> <li>ztělesnění filosofie „V = Velocity s maximem rychlosti i citu;</li> <li>rychlá středně tvrdá houba o 42° zvětšuje sweetspot - plochu optimálního odrazu míče</li> <li>zvětšená vzdálenost mezi užšími a nižšími vroubky posiluje odskok míče a usnadňuje přenos energie do úderu; vynikající katapult efekt zaručen;</li> <li><strong>dovoluje riskantní rychlou hru ze střední vzdálenosti </strong></li> </ul>"
"Andro - Rasanter V47","<p><strong>Generace potahů Rasanter je zatím nejpropracovanější a nejsložitější počin v německé stolně tenisové historii.</strong> V žádném případě se nejedná o ""upgrade"" potahů Rasant, nýbrž jde o <strong>produkt zcela nový</strong>. </p> <p><strong>Zelená houba potahu Rasanter se liší od houby potahu Rasant</strong>, neboť má zcela novou strukturu s menšími buňkami a schopností lepšího katapult efektu. K dispozici je i <strong>v nové síle, tzv. ultramax</strong> (2,3 mm) optimalizující odskok míče.</p> <p><strong>Další výhodou potahu Rasanter je menší spotřeba lepidla</strong>, což usnadňuje celý proces lepení a dělá pálku lehčí a dynamičtější. Testy ověřený je i vyvážený odskok míče a lepší kontrola.</p> <p><strong>Výběr správného potahu Rasanter je jednodušší než u Rasantu</strong>. Stačí zvolit <strong>Váš herní profil</strong> - <strong>zda je zaměřen především na rychlost (Velocity = V) nebo na rotaci (Rotation = R)</strong>. Pak už jen <strong>vyberete správnou tvrdost houby, čímž výběr doladíte</strong>. K dispozici jsou <strong>čtyři stupně tvrdosti</strong> od měkké po extra tvrdou (čím větší číslo, tím větší hustota a tím vyšší rychlost).</p> <p><strong>Profil ""Velocity"" - více rychlosti a více citu!</strong><br/>Větší vzdálenost mezi užšími a kratšími vroubky posiluje odskok míče a usnadňuje přenos energie do úderu. Vynikající katapult efekt zaručen!</p> <p><strong>Profil ""Rotation"" - více spinu i rychlosti!</strong><br/>Menší vzdálenost mezi většími a kratšími vroubky zvyšuje tření povrchu a pozitivně ovlivňuje přeměnu energie na rotaci.</p> <ul> <li>Rasanter R37 (spinová měkká)</li> <li>Rasanter R42 (spinová středně tvrdá)</li> <li>Rasanter R47 (spinová tvrdá)</li> <li>Rasanter R50 (spinová extra tvrdá)</li> <li>Rasanter V42 (rychlá středně tvrdá)</li> <li>Rasanter V47 (rychlá extra extra tvrdá)</li> </ul> <p> </p> <p><strong>Potah Rasanter V47:</strong></p> <ul> <li>ztělesnění filosofie „V = Velocity s maximem rychlosti i citu;</li> <li>rychlá extra tvrdá houba o 47° podporuje energickou topspinovou hru i silné topspinové výměny</li> <li>zvětšená vzdálenost mezi užšími a nižšími vroubky posiluje odskok míče a usnadňuje přenos energie do úderu; vynikající katapult efekt zaručen;</li> <li><strong>krátký silový topspin rozhodne jakoukoliv výměnu ve Váš prospěch</strong></li> </ul>"
